Code,Name,Panel,
draxin,Draxin (DRAXIN),Neurology,
drg2,Developmentally-regulated GTP-binding protein 2 (DRG2),Oncology,
dsc2,Desmocollin-2 (DSC2),Neurology,
dsg2,Desmoglein-2 ,Neurology,
dsg3,Desmoglein-3 (DSG3),Oncology,
dsg4,Desmoglein-4 (DSG4),Oncology,
dtx3,Probable E3 ubiquitin-protein ligase DTX3 ,Oncology,
duox2,Dual oxidase 2 ,Cardiometabolic,
dusp3,Dual specificity protein phosphatase 3 (DUSP3),Neurology,
ebag9,Receptor-binding cancer antigen expressed on SiSo cells ,Neurology,
ebi3_il27,,Oncology,
ece1,Endothelin-converting enzyme 1 (ECE1),Neurology,
eda2r,Tumor necrosis factor receptor superfamily member 27 (EDA2R),Oncology,
edar,Tumor necrosis factor receptor superfamily member EDAR (EDAR),Inflammation,
edil3,EGF-like repeat and discoidin I-like domain-containing protein 3 (EDIL3),Cardiometabolic,
efemp1,EGF-containing fibulin-like extracellular matrix protein 1 (EFEMP1),Cardiometabolic,
efna1,Ephrin-A1 ,Neurology,
efna4,Ephrin-A4 (EFNA4),Neurology,
egf,Pro-epidermal growth factor (EGF),Inflammation,
egfl7,Epidermal growth factor-like protein 7 (EGFL7),Oncology,
egfr,Epidermal growth factor receptor  (EGFR ),Cardiometabolic,
egln1,Egl nine homolog 1 (EGLN1),Inflammation,
eif4b,Eukaryotic translation initiation factor 4B (EIF4B),Neurology,
eif4ebp1,Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1),Cardiometabolic,
eif4g1,Eukaryotic translation initiation factor 4 gamma 1 (EIF4G1),Inflammation,
eif5a,Eukaryotic translation initiation factor 5A-1 (EIF5A),Inflammation,
eloa,Elongin-A (ELOA),Oncology,
enah,Protein enabled homolog (ENAH),Inflammation,
eng,Endoglin (ENG),Cardiometabolic,
eno1,Alpha-enolase ,Neurology,
eno2,Gamma-enolase (ENO2),Neurology,
enpp2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 or Autotaxin (ENPP2),Cardiometabolic,
enpp5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 ,Inflammation,
enpp7,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 (ENPP7),Inflammation,
entpd2,Ectonucleoside triphosphate diphosphohydrolase 2 (ENTPD2),Oncology,
entpd5,Ectonucleoside triphosphate diphosphohydrolase 5 (ENTPD5),Cardiometabolic,
entpd6,Ectonucleoside triphosphate diphosphohydrolase 6 (ENTPD6),Cardiometabolic,
epcam,Epithelial cell adhesion molecule  (Ep-CAM),Inflammation,
epha1,Ephrin type-A receptor 1 ,Inflammation,
epha10,Ephrin type-A receptor 10 (EPHA10),Neurology,
epha2,Ephrin type-A receptor 2 (EPHA2),Oncology,
ephb4,Ephrin type-B receptor 4 (EPHB4) ,Cardiometabolic,
ephb6,Ephrin type-B receptor 6 (EPHB6),Neurology,
ephx2,Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 ,Cardiometabolic,
epo,Erythropoietin (EPO),Inflammation,
eps8l2,Epidermal growth factor receptor kinase substrate 8-like protein 2 ,Oncology,
erbb2,Receptor tyrosine-protein kinase erbB-2  (ErbB2/HER2),Oncology,
erbb3,Receptor tyrosine-protein kinase erbB-3  (ErbB3/HER3),Inflammation,
erbb4,Receptor tyrosine-protein kinase erbB-4  (ErbB4/HER4),Oncology,
erbin,Erbin (ERBIN),Oncology,
ereg,Proepiregulin (EREG),Neurology,
erp44,Endoplasmic reticulum resident protein 44 (ERP44),Oncology,
esam,Endothelial cell-selective adhesion molecule (ESAM),Cardiometabolic,
esm1,Endothelial cell-specific molecule 1 (ESM-1),Inflammation,
ezr,Ezrin (EZR),Neurology,
f11r,Junctional adhesion molecule A (JAM-A) ,Neurology,
f2r,Proteinase-activated receptor 1 (PAR-1) ,Inflammation,
f3,Tissue factor (TF) ,Oncology,
f7,Coagulation factor VII (F7),Cardiometabolic,
f9,Coagulation factor IX ,Cardiometabolic,
fabp1,"Fatty acid-binding protein, liver ",Inflammation,
fabp2,"Fatty acid-binding protein, intestinal (FABP2)",Cardiometabolic,
fabp4,"Fatty acid-binding protein, adipocyte (FABP4) ",Cardiometabolic,
fabp5,Fatty acid-binding protein 5 ,Neurology,
fabp6,Gastrotropin (GT) ,Cardiometabolic,
fabp9,Fatty acid-binding protein 9 (FABP9),Inflammation,
fadd,FAS-associated death domain protein (FADD),Cardiometabolic,
fam3b,Protein FAM3B (FAM3B),Oncology,
fam3c,Protein FAM3C (FAM3C),Cardiometabolic,
fap,Prolyl endopeptidase FAP (FAP),Cardiometabolic,
fas,Tumor necrosis factor receptor superfamily member 6  (FAS ),Cardiometabolic,
faslg,Fas antigen ligand (FasL),Inflammation,
fbp1,"Fructose-1,6-bisphosphatase 1 (FBP1)",Cardiometabolic,
fcar,Immunoglobulin alpha Fc receptor (FCAR),Inflammation,
fcer2,Low affinity immunoglobulin epsilon Fc receptor (FCER2),Neurology,
fcgr2a,Low affinity immunoglobulin gamma Fc region receptor II-a (FCGR2A),Cardiometabolic,
fcgr2b,Low affinity immunoglobulin gamma Fc region receptor II-b (IgG Fc receptor II-b) ,Oncology,
fcgr3b,Low affinity immunoglobulin gamma Fc region receptor III-B (FCGR3B),Cardiometabolic,
fcn2,Ficolin-2 (FCN2),Cardiometabolic,
fcrl1,Fc receptor-like protein 1 (FCRL1),Cardiometabolic,
fcrl2,Fc receptor-like protein 2 (FcRL2),Inflammation,
fcrl3,Fc receptor-like protein 3 (FCRL3),Inflammation,
fcrl5,Fc receptor-like protein 5 (FCRL5),Neurology,
fcrl6,Fc receptor-like protein 6 (FCRL6),Inflammation,
fcrlb,Fc receptor-like B (FCRLB),Oncology,
fen1,Flap endonuclease 1 ,Oncology,
fes,Tyrosine-protein kinase Fes/Fps (FES),Oncology,
fetub,Fetuin-B (FETUB),Cardiometabolic,
fgf19,Fibroblast growth factor 19 (FGF-19),Inflammation,
fgf2,Fibroblast growth factor 2 (FGF2),Inflammation,
fgf21,Fibroblast growth factor 21 (FGF-21),Oncology,
fgf23,Fibroblast growth factor 23 (FGF-23),Oncology,
fgf5,Fibroblast growth factor 5 (FGF-5),Inflammation,
fgfbp1,Fibroblast growth factor-binding protein 1 (FGF-BP1),Oncology,
fgfr2,Fibroblast growth factor receptor 2 (FGFR2),Oncology,
fgr,Tyrosine-protein kinase Fgr (FGR),Neurology,
fhit,Bis(5'-adenosyl)-triphosphatase (FHIT),Neurology,
fis1,Mitochondrial fission 1 protein ,Inflammation,
fkbp1b,Peptidyl-prolyl cis-trans isomerase FKBP1B (FKBP1B),Inflammation,
fkbp4,Peptidyl-prolyl cis-trans isomerase FKBP4 (FKBP4),Neurology,
fkbp5,Peptidyl-prolyl cis-trans isomerase FKBP5 (FKBP5),Neurology,
fkbp7,Peptidyl-prolyl cis-trans isomerase FKBP7 (FKBP7),Neurology,
fli1,Friend leukemia integration 1 transcription factor (FLI1),Oncology,
flrt2,Leucine-rich repeat transmembrane protein FLRT2 (FLRT2),Neurology,
flt1,Vascular endothelial growth factor receptor 1 (FLT1),Oncology,
flt3,Receptor-type tyrosine-protein kinase FLT3 (FLT3),Oncology,
flt3lg,Fms-related tyrosine kinase 3 ligand  (Flt3L),Inflammation,
flt4,Vascular endothelial growth factor receptor 3 (VEGFR-3),Oncology,
fmnl1,Formin-like protein 1 ,Neurology,
fmr1,Synaptic functional regulator FMR1 ,Oncology,
folr1,Folate receptor alpha (FR-alpha),Oncology,
folr2,Folate receptor beta ,Neurology,
folr3,Folate receptor gamma (FR-gamma),Oncology,
fosb,Protein fosB (FOSB),Neurology,
foxo1,Forkhead box protein O1 (FOXO1),Inflammation,
foxo3,Forkhead box protein O3 (FOXO3),Oncology,
frzb,Secreted frizzled-related protein 3 (sFRP-3),Neurology,
fst,Follistatin  (FS),Inflammation,
fstl3,Follistatin-related protein 3 (FSTL3),Inflammation,
fuca1,Tissue alpha-L-fucosidase (FUCA1),Cardiometabolic,
furin,Furin (FUR),Oncology,
fus,RNA-binding protein FUS (FUS),Oncology,
fut3_fut5,,Neurology,
fut8,"Alpha-(1,6)-fucosyltransferase (FUT8)",Neurology,
fxn,"Frataxin, mitochondrial ",Oncology,
fxyd5,FXYD domain-containing ion transport regulator 5 (FXYD5),Inflammation,
fyb1,FYN-binding protein 1 ,Neurology,
gal,Galanin peptides (GAL),Inflammation,
galnt10,Polypeptide N-acetylgalactosaminyltransferase 10 (GALNT10),Oncology,
galnt2,Polypeptide N-acetylgalactosaminyltransferase 2 (GALNT2),Oncology,
galnt3,Polypeptide N-acetylgalactosaminyltransferase 3 (GALNT3),Inflammation,
galnt7,N-acetylgalactosaminyltransferase 7 (GALNT7),Oncology,
gas6,Growth arrest-specific protein 6  (GAS6),Cardiometabolic,
gbp2,Guanylate-binding protein 2 (GBP2),Inflammation,
gbp4,Guanylate-binding protein 4 ,Neurology,
gcg,Glucagon (GCG),Oncology,
gcnt1,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase (GCNT1)",Oncology,
gdf15,Growth/differentiation factor 15  (GDF-15),Cardiometabolic,
gdf2,Growth/differentiation factor 2 (GDF-2) ,Cardiometabolic,
gdnf,Glial cell line-derived NEUtrophic factor (GDNF),Neurology,
gfap,Glial fibrillary acidic protein ,Oncology,
gfer,FAD-linked sulfhydryl oxidase ALR (GFER),Oncology,
gfod2,Glucose-fructose oxidoreductase domain-containing protein 2 ,Oncology,
gfra1,GDNF family receptor alpha-1 (GFR-alpha-1),Oncology,
gfra2,GDNF family receptor alpha-2  (GFRA2),Oncology,
gfra3,GDNF family receptor alpha-3 (GDNFR-alpha-3),Neurology,
gga1,ADP-ribosylation factor-binding protein GGA1  (GGA1),Neurology,
ggh,Gamma-glutamyl hydrolase ,Cardiometabolic,
ggt1,Glutathione hydrolase 1 proenzyme ,Neurology,
ggt5,Glutathione hydrolase 5 proenzyme (GGT5),Neurology,
gh1,Growth hormone  (GH),Cardiometabolic,
gh2,Growth hormone variant  (GH2),Oncology,
ghrhr,Growth hormone-releasing hormone receptor ,Neurology,
ghrl,Appetite-regulating hormone (GHRL),Cardiometabolic,
gkn1,Gastrokine (GKN1),Neurology,
glb1,Beta-galactosidase (GLB1),Neurology,
glo1,Lactoylglutathione lyase (GLO1) ,Cardiometabolic,
glod4,Glyoxalase domain-containing protein 4,Inflammation,
glrx,Glutaredoxin-1 (GLRX),Cardiometabolic,
glt8d2,Glycosyltransferase 8 domain-containing protein 2 ,Neurology,
gmpr,GMP reductase 1 ,Inflammation,
gne,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase ,Oncology,
gnly,Granulysin (GNLY),Neurology,
golm2,Protein CASC4 ,Neurology,
gopc,Golgi-associated PDZ and coiled-coil motif-containing protein (GOPC),Inflammation,
gp1ba,Platelet glycoprotein Ib alpha chain (GP1BA),Cardiometabolic,
gp2,Pancreatic secretory granule membrane major glycoprotein GP2 ,Cardiometabolic,
gp6,Human GPVI Antibody (GPVI),Neurology,
gpa33,Cell surface A33 antigen (GPA33),Oncology,
gpc1,Glypican-1 (GPC1),Oncology,
gpc5,Glypican-5 (GCP5),Neurology,
gpkow,G-patch domain and KOW motifs-containing protein ,Neurology,
gpnmb,Transmembrane glycoprotein NMB (GPNMB),Cardiometabolic,
gpr37,Prosaposin receptor GPR37 ,Cardiometabolic,
grap2,GRB2-related adapter protein 2 (GRAP2),Cardiometabolic,
grk5,G protein-coupled receptor kinase 5 ,Cardiometabolic,
grn,Granulins (GRN),Neurology,
grpel1,"GrpE protein homolog 1, mitochondrial ",Oncology,
gsap,Gamma-secretase-activating protein  (GSAP),Oncology,
gsta1,Glutathione S-transferase A1 ,Cardiometabolic,
gsta3,Glutathione S-transferase A3 ,Oncology,
gstp1,Glutathione S-transferase P (GSTP1),Neurology,
guca2a,Guanylin ,Neurology,
gusb,Beta-glucuronidase (GUSB),Cardiometabolic,
gys1,"Glycogen [starch] synthase, muscle ",Cardiometabolic,
gzma,Granzyme A (GZMA),Inflammation,
gzmb,Granzyme B (GZMB),Inflammation,
gzmh,Granzyme H (GZMH),Cardiometabolic,
hagh,"Hydroxyacylglutathione hydrolase, mitochondrial (HAGH)",Oncology,
hao1,Hydroxyacid oxidase 1 (HAOX1) ,Oncology,
hars1,"Histidine--tRNA ligase, cytoplasmic ",Neurology,
havcr1,Kidney Injury Molecule (KIM1),Oncology,
havcr2,Hepatitis A virus cellular receptor 2 (HAVCR2),Neurology,
hbegf,Proheparin-binding EGF-like growth factor  (HB-EGF),Oncology,
hbq1,Hemoglobin subunit theta-1 (HBQ1),Oncology,
hcls1,Hematopoietic lineage cell-specific protein (HCLS1),Inflammation,
hdgf,Hepatoma-derived growth factor (HDGF),Oncology,
hebp1,Heme-binding protein 1 ,Cardiometabolic,
hexim1,Protein HEXIM1 (HEXIM1),Inflammation,
hgf,Hepatocyte growth factor (HGF),Inflammation,
hgs,Hepatocyte growth factor-regulated tyrosine kinase substrate ,Oncology,
hk2,Hexokinase-2 ,Cardiometabolic,
hla-dra,"HLA class II histocompatibility antigen, DR alpha chain ",Inflammation,
hla-e,"HLA class I histocompatibility antigen, alpha chain E (HLA-E)",Inflammation,
hmbs,Porphobilinogen deaminase (HMBS),Oncology,
hmox1,Heme oxygenase 1 (HO-1) ,Cardiometabolic,
hmox2,Heme oxygenase 2 (HMOX2),Neurology,
hnmt,Histamine N-methyltransferase (HNMT),Neurology,
hnrnpk,Heterogeneous nuclear ribonucleoprotein K ,Cardiometabolic,
hpcal1,Hippocalcin-like protein 1 ,Inflammation,
hpgds,Hematopoietic prostaglandin D synthase (HPGDS),Oncology,
hs3st3b1,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 (HS3ST3B1),Oncology,
hs6st1,Heparan-sulfate 6-O-sulfotransferase 1  (HS6ST1),Oncology,
hsd11b1,Corticosteroid 11-beta-dehydrogenase isozyme 1 (HSD11B1),Inflammation,
hsp90b1,Endoplasmin (HSP90B1),Neurology,
hspa1a,Heat shock 70 kDa protein 1A ,Inflammation,
hspb1,Heat shock 27 kDa protein (HSP 27) ,Cardiometabolic,
hspb6,Heat shock protein beta-6  (HSPB6),Oncology,
hspg2,Perlecan (PLC),Cardiometabolic,
htra2,"Serine protease HTRA2, mitochondrial (HTRA2)",Oncology,
hyal1,Hyaluronidase-1 ,Cardiometabolic,
hyou1,Hypoxia up-regulated protein 1 ,Cardiometabolic,
ica1,Islet cell autoantigen 1 (ICA1),Inflammation,
icam1,Intercellular adhesion molecule 1  (ICAM1),Cardiometabolic,
icam2,Intercellular adhesion molecule 2 (ICAM-2),Cardiometabolic,
icam3,Intercellular adhesion molecule 3  (ICAM3),Cardiometabolic,
icam4,Intercellular adhesion molecule 4 (ICAM4),Inflammation,
icam5,Intercellular adhesion molecule 5 (ICAM5),Cardiometabolic,
icoslg,ICOS ligand (ICOSLG),Oncology,
idi2,Isopentenyl-diphosphate delta-isomerase 2 ,Neurology,
ids,Iduronate 2-sulfatase ,Inflammation,
idua,Alpha-L-iduronidase (IDUA),Oncology,
ifng,Interferon gamma  (IFN-gamma),Inflammation,
ifngr1,Interferon gamma receptor 1 (IFN-gamma-R1),Inflammation,
ifngr2,Interferon gamma receptor 2 (IFNGR2),Neurology,
ifnl1,Interferon lambda-1 (IFNL1),Neurology,
ifnlr1,Interferon lambda receptor 1 (IFNLR1),Inflammation,
igf1r,Insulin-like growth factor 1 receptor (IGF1R),Oncology,
igf2r,Cation-independent mannose-6-phosphate receptor (IGF2R),Neurology,
igfbp1,Insulin-like growth factor-binding protein 1 (IGFBP-1) ,Cardiometabolic,
igfbp2,Insulin-like growth factor-binding protein 2 (IGFBP-2),Cardiometabolic,
igfbp3,Insulin-like growth factor-binding protein 3  (IGFBP3),Cardiometabolic,
igfbp4,Insulin-like growth factor-binding protein 4 ,Neurology,
igfbp6,Insulin-like growth factor-binding protein 6  (IGFBP6),Cardiometabolic,
igfbp7,Insulin-like growth factor-binding protein 7 (IGFBP-7),Cardiometabolic,
igfbpl1,Insulin-like growth factor-binding protein-like 1 (IGFBPL1),Cardiometabolic,
igsf3,Immunoglobulin superfamily member 3  (IGSF3),Oncology,
igsf8,Immunoglobulin superfamily member 8 ,Cardiometabolic,
ikbkg,NF-kappa-B essential modulator  (NEMO),Inflammation,
ikzf2,Zinc finger protein Helios (IKZF2),Oncology,
il10,Interleukin-10 (IL10),Inflammation,
il10ra,Interleukin-10 receptor subunit alpha (IL-10RA),Inflammation,
il10rb,Interleukin-10 receptor subunit beta (IL-10RB),Inflammation,
il11,Interleukin-11 ,Inflammation,
il12a_il12b,,Oncology,
il12b,Interleukin-12 subunit beta (IL-12B),Inflammation,
il12rb1,Interleukin-12 receptor subunit beta-1 (IL12RB1),Inflammation,
il13,Interleukin-13 (IL-13),Inflammation,
il13ra1,Interleukin-13 receptor subunit alpha-1 (IL13RA1),Oncology,
il15,Interleukin-15 (IL15),Inflammation,
il15ra,Interleukin-15 receptor subunit alpha (IL-15RA),Inflammation,
il16,Pro-interleukin-16 (IL16) ,Inflammation,
il17a,Interleukin-17A (IL-17A),Inflammation,
il17c,Interleukin-17C (IL-17C),Inflammation,
il17d,Interleukin-17D (IL-17D) ,Inflammation,
il17f,Interleukin-17F (IL17F),Inflammation,
il17ra,Interleukin-17 receptor A (IL-17RA) ,Neurology,
il17rb,Interleukin-17 receptor B (IL17RB),Inflammation,
il18,Interleukin-18 (IL-18),Inflammation,
il18bp,Interleukin-18-binding protein (IL-18BP) ,Cardiometabolic,
il18r1,Interleukin-18 receptor 1 (IL-18R1),Inflammation,
il18rap,Interleukin-18 receptor accessory protein ,Neurology,
il19,Interleukin-19 ,Cardiometabolic,
il1a,Interleukin-1 alpha (IL-1 alpha),Inflammation,
il1b,Interleukin-1 beta (IL1B),Inflammation,
il1r1,Interleukin-1 receptor type 1 (IL-1RT1) ,Neurology,
il1r2,Interleukin-1 receptor type 2 (IL-1RT2) ,Inflammation,
il1rap,Interleukin-1 receptor accessory protein ,Neurology,
il1rl1,ST2 protein (ST2),Cardiometabolic,
il1rl2,Interleukin-1 receptor-like 2 (IL1RL2) ,Inflammation,
il1rn,Interleukin-1 receptor antagonist protein (IL-1ra),Inflammation,
il2,Interleukin-2  (IL-2),Inflammation,
il20,Interleukin-20 (IL-20),Inflammation,
il20ra,Interleukin-20 receptor subunit alpha (IL-20RA),Inflammation,
il22ra1,Interleukin-22 receptor subunit alpha-1 (IL-22 RA1),Inflammation,
il24,Interleukin-24 (IL-24),Inflammation,
il2ra,Interleukin-2 receptor subunit alpha (IL2-RA),Cardiometabolic,
il2rb,Interleukin-2 receptor subunit beta (IL-2RB),Inflammation,
il32,Interleukin-32 (IL32),Inflammation,
il33,Interleukin-33 (IL-33),Inflammation,
il34,Interleukin-34 ,Neurology,
il3ra,Interleukin-3 receptor subunit alpha (IL3RA),Inflammation,
il4,Interleukin-4 (IL-4),Inflammation,
il4r,Interleukin-4 receptor subunit alpha (IL-4RA) ,Inflammation,
il5,Interleukin-5 (IL5),Inflammation,
il5ra,Interleukin-5 receptor subunit alpha (IL-5R-alpha),Inflammation,
il6,Interleukin-6 (IL6),Oncology,
il6r,Interleukin-6 receptor subunit alpha  (IL-6RA),Cardiometabolic,
il6st,Interleukin-6 receptor subunit beta ,Cardiometabolic,
il7,Interleukin-7  (IL-7),Inflammation,
il7r,Interleukin-7 receptor subunit alpha  (IL7R),Neurology,
ilkap,Integrin-linked kinase-associated serine/threonine phosphatase 2C (ILKAP),Neurology,
impa1,Inositol monophosphatase 1 (IMPA1),Neurology,
ing1,Inhibitor of growth protein 1 (ING1),Neurology,
inhbc,Inhibin beta C chain (INHBC),Neurology,
inpp1,Inositol polyphosphate 1-phosphatase (INPP1),Oncology,
inppl1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (INPPL1)",Oncology,
ipcef1,Interactor protein for cytohesin exchange factors 1 ,Neurology,
iqgap2,Ras GTPase-activating-like protein IQGAP2 (IQGAP2),Oncology,
irag2,Lymphoid-restricted membrane protein (LRMP),Cardiometabolic,
irak1,Interleukin-1 receptor-associated kinase 1 (IRAK1),Inflammation,
irak4,Interleukin-1 receptor-associated kinase 4 (IRAK4),Inflammation,
islr2,Immunoglobulin superfamily containing leucine-rich repeat protein 2 (ISLR2),Neurology,
ism1,Isthmin-1,Inflammation,
itga11,Integrin alpha-11 (ITGA11),Inflammation,
itga5,Integrin alpha-5 (ITGA5),Neurology,
itga6,Integrin alpha-6 (ITGA6),Inflammation,
itgam,Integrin alpha-M (ITGAM),Neurology,
itgav,Integrin alpha-V (ITGAV),Oncology,
itgb1,Integrin beta-1 (ITGB1),Cardiometabolic,
itgb1bp1,Integrin beta-1-binding protein 1 (ITGB1BP1),Oncology,
itgb1bp2,Melusin (ITGB1BP2) ,Cardiometabolic,
itgb2,Integrin beta-2 (ITGB2) ,Cardiometabolic,
itgb5,Integrin beta-5 (ITGB5),Oncology,
itgb6,Integrin beta-6 (ITGB6),Inflammation,
itgb7,Integrin beta-7 (ITGB7),Oncology,
itih3,Inter-alpha-trypsin inhibitor heavy chain H3 ,Cardiometabolic,
itm2a,Integral membrane protein 2A (ITM2A),Inflammation,
ivd,"Isovaleryl-CoA dehydrogenase, mitochondrial ",Neurology,
jam2,Junctional adhesion molecule B (JAM-B),Neurology,
jchain,Immunoglobulin J chain (JCHAIN),Inflammation,
jun,Transcription factor AP-1 (JUN),Inflammation,
kazald1,Kazal-type serine protease inhibitor domain-containing protein 1 (KAZALD1),Oncology,
kcnip4,Kv channel-interacting protein 4 ,Neurology,
kdr,Vascular endothelial growth factor receptor 2  (VEGFR-2),Oncology,
kel,Kell blood group glycoprotein ,Neurology,
kifbp,KIF1-binding protein (KIF1BP),Oncology,
kir2dl3,Killer cell immunoglobulin-like receptor 2DL3 (KIR2DL3),Oncology,
kir3dl1,Killer cell immunoglobulin-like receptor 3DL1 (KIR3DL1),Oncology,
kirrel2,Kin of IRRE-like protein 2 (KIRREL2),Neurology,
kit,Mast/stem cell growth factor receptor Kit  (KIT),Cardiometabolic,
kitlg,Stem cell factor  (SCF),Cardiometabolic,
klb,Beta-klotho (KLB),Neurology,
klk1,Kallikrein-1 ,Oncology,
klk10,Kallikrein-10 (KLK10),Oncology,
klk11,Kallikrein-11  (hK11),Oncology,
klk12,Kallikrein-12 (KLK12),Oncology,
klk13,Kallikrein-13 (KLK13),Oncology,
klk14,Kallikrein-14 (hK14),Oncology,
klk4,Kallikrein-4 (KLK4),Oncology,
klk6,Kallikrein-6  (KLK6 ),Oncology,
klk8,Kallikrein-8 (hK8),Oncology,
klrb1,Killer cell lectin-like receptor subfamily B member 1 ,Inflammation,
klrd1,Natural killer cells antigen CD94 (KLRD1),Inflammation,
krt14,"Keratin, type I cytoskeletal 14 ",Neurology,
krt18,"Keratin, type I cytoskeletal 18 ",Oncology,
krt19,"Keratin, type I cytoskeletal 19 (KRT19)",Inflammation,
krt5,"Keratin, type II cytoskeletal 5 ",Neurology,
kyat1,Kynurenine--oxoglutarate transaminase 1 (KYAT1),Cardiometabolic,
kynu,Kynureninase (KYNU),Inflammation,
l1cam,Neural cell adhesion molecule L1 (L1CAM ),Oncology,
lactb2,Endoribonuclease LACTB2 (LACTB2),Cardiometabolic,
lag3,Lymphocyte activation gene 3 protein (LAG3),Oncology,
lair1,Leukocyte-associated immunoglobulin-like receptor 1 (LAIR1),Inflammation,
lair2,Leukocyte-associated immunoglobulin-like receptor 2 (LAIR-2),Neurology,
lama4,Laminin subunit alpha-4 (LAMA4),Inflammation,
lamp2,Lysosome-associated membrane glycoprotein 2 ,Neurology,
lamp3,Lysosome-associated membrane glycoprotein 3 (LAMP3),Inflammation,
lap3,Cytosol aminopeptidase (LAP3),Inflammation,
lat,Linker for activation of T-cells family member 1 (LAT),Inflammation,
lat2,Linker for activation of T-cells family member 2 (LAT2),Oncology,
layn,Layilin (LAYN),Neurology,
